user_id,posted,item_id,playtime_forever,genres
Lobohg-,2015,730,23532.0,['Action']
ViperV,2013,550,1474.0,['Action']
BovJohn,2014,4000,412.0,"['Indie', 'Simulation']"
BovJohn,2014,49520,1303.0,"['Action', 'RPG']"
BovJohn,2014,33930,3.0,"['Action', 'Simulation', 'Strategy']"
MonsOlympus,2014,308420,157.0,"['Action', 'Indie', 'RPG']"
MonsOlympus,2013,228300,164.0,"['Action', 'Adventure']"
MonsOlympus,2015,307780,357.0,['Action']
MonsOlympus,2013,207610,798.0,['Adventure']
MonsOlympus,2013,217140,199.0,['Action']
MonsOlympus,2013,203160,1142.0,"['Action', 'Adventure']"
MonsOlympus,2012,108710,138.0,"['Action', 'Adventure']"
MonsOlympus,2011,620,887.0,"['Action', 'Adventure']"
MonsOlympus,2011,98400,52.0,"['Action', 'Indie']"
pabloagecrash,2015,8870,2084.0,['Action']
pabloagecrash,2014,285160,224.0,"['Action', 'Adventure']"
pabloagecrash,2014,224480,180.0,"['Action', 'Adventure', 'Indie']"
pabloagecrash,2014,7670,633.0,"['Action', 'RPG']"
iplusplus,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
iplusplus,2014,4000,412.0,"['Indie', 'Simulation']"
76561198098657376,2015,303210,83.0,"['Adventure', 'Indie']"
76561198072623269,2014,730,23532.0,['Action']
76561198097769867,2014,19900,1313.0,['Action']
76561198097769867,2014,209870,623.0,"['Action', 'Free to Play']"
Bowmore,2013,6220,46.0,['Racing']
Bowmore,2013,218410,132.0,"['Indie', 'RPG', 'Strategy']"
Bowmore,2012,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
Bowmore,2011,18700,68.0,"['Action', 'Indie']"
Bowmore,2011,4560,1061.0,"['Action', 'Strategy']"
Bowmore,2015,33130,131.0,"['Action', 'Indie', 'RPG']"
Bowmore,2015,261030,567.0,['Adventure']
BoxMatrix,2013,207610,798.0,['Adventure']
737911,2014,319550,67.0,"['Casual', 'Racing']"
737911,2014,204300,499.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
76561198073787527,2015,223710,997.0,"['Action', 'Adventure', 'Indie']"
SeLtecK,2014,113200,1494.0,"['Action', 'Adventure', 'Indie', 'RPG']"
SeLtecK,2013,240,1853.0,['Action']
SeLtecK,2014,730,23532.0,['Action']
SeLtecK,2014,211400,118.0,"['Action', 'Adventure', 'Indie']"
SeLtecK,2014,50130,707.0,['Action']
psibracket,2013,239030,194.0,"['Adventure', 'Indie']"
psibracket,2015,391540,395.0,"['Indie', 'RPG']"
Bradstuffer,2014,48700,1024.0,"['Action', 'RPG']"
Bradstuffer,2013,730,23532.0,['Action']
Ghost_Project,2015,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
Ghost_Project,2015,107410,67.0,"['Action', 'Simulation', 'Strategy']"
brahhhhcsgomatee,2015,10,6.0,['Action']
brahhhhcsgomatee,2015,730,23532.0,['Action']
76561198088890688,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
76561198088890688,2014,209870,623.0,"['Action', 'Free to Play']"
76561198088890688,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
HappyGamerX,2013,204360,114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
76561198028640914,2014,11260,837.0,"['Simulation', 'Strategy']"
76561198028640914,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198028640914,2013,220200,120.0,"['Indie', 'Simulation']"
76561198063539698,2015,49800,6.0,"['Action', 'Indie']"
76561198089527527,2013,230410,1381.0,"['Action', 'Free to Play']"
76561198089527527,2015,346110,1.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
76561198089527527,2015,550,1474.0,['Action']
76561198033945314,2014,8190,3083.0,"['Action', 'Adventure']"
76561198033945314,2015,250900,329.0,['Action']
76561198033945314,2015,113200,1494.0,"['Action', 'Adventure', 'Indie', 'RPG']"
breadbord,2014,730,23532.0,['Action']
breadbord,2015,303210,83.0,"['Adventure', 'Indie']"
76561197994108307,2013,8930,10345.0,['Strategy']
76561197990029377,2015,207140,330.0,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']"
76561198094997873,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
brilliantbrenny,2015,730,23532.0,['Action']
brilliantbrenny,2014,206500,288.0,"['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']"
brilliantbrenny,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
brians89,2013,730,23532.0,['Action']
76561198075938729,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
brimmers,2014,221380,182.0,['Strategy']
imacatseeulr,2015,246620,224.0,"['Casual', 'Indie', 'Simulation', 'Strategy']"
imacatseeulr,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
imacatseeulr,2015,239030,194.0,"['Adventure', 'Indie']"
imacatseeulr,2015,230050,30.0,['Indie']
imacatseeulr,2015,232090,6494.0,['Action']
imacatseeulr,2014,550,1474.0,['Action']
imacatseeulr,2014,319510,14.0,"['Indie', 'Simulation']"
imacatseeulr,2014,4000,412.0,"['Indie', 'Simulation']"
76561198085327867,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
brittishsnow,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
brittishsnow,2013,203160,1142.0,"['Action', 'Adventure']"
MyloXylotoMeh,2015,248570,54.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
negrosarcastico,2014,730,23532.0,['Action']
negrosarcastico,2015,304050,378.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
negrosarcastico,2015,253710,198.0,"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']"
negrosarcastico,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
negrosarcastico,2014,550,1474.0,['Action']
76561198039741219,2014,214950,869.0,['Strategy']
76561198041151638,2014,206420,1943.0,"['Action', 'Adventure']"
ImBrodzster,2015,334230,143.0,"['Indie', 'RPG', 'Strategy']"
ImBrodzster,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
elijahwells,2015,730,23532.0,['Action']
dedwick,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
dedwick,2015,322330,420.0,"['Adventure', 'Indie', 'Simulation']"
76561198063199558,2015,242680,62.0,"['Action', 'Indie', 'RPG']"
76561198063199558,2014,239030,194.0,"['Adventure', 'Indie']"
76561198063199558,2014,219830,38740.0,"['Action', 'Indie']"
76561198074249881,2015,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
76561198047232247,2014,8870,2084.0,['Action']
booker-t,2015,271590,9119.0,"['Action', 'Adventure']"
76561198055853962,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
76561198055853962,2013,224540,83.0,"['Action', 'Indie']"
BrotherlyBullet,2015,294860,1735.0,"['Action', 'RPG', 'Strategy']"
76561198045367986,2014,223710,997.0,"['Action', 'Adventure', 'Indie']"
76561198071028681,2015,15320,45.0,['Simulation']
krispinwaaah,2014,214950,869.0,['Strategy']
brucedickso,2014,49520,1303.0,"['Action', 'RPG']"
Respected_Elder,2014,224760,73.0,['Indie']
76561198053619760,2015,316790,42.0,['Adventure']
76561198053619760,2015,40330,503.0,['Adventure']
66083299,2015,730,23532.0,['Action']
66083299,2015,323370,4488.0,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
76561198088397505,2013,219640,339.0,"['Action', 'Indie']"
76561198088397505,2015,335240,8.0,"['Free to Play', 'Indie', 'Massively Multiplayer']"
76561198088397505,2015,6060,37.0,['Action']
76561198088397505,2015,214950,869.0,['Strategy']
76561198088397505,2013,48700,1024.0,"['Action', 'RPG']"
java-script,2013,204300,499.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
BRUTEMILK,2015,22370,949.0,['RPG']
BRUTEMILK,2015,219150,218.0,"['Action', 'Indie']"
BruteTartarus66,2015,205100,1429.0,"['Action', 'Adventure']"
BruteTartarus66,2015,233450,24.0,"['Indie', 'Simulation', 'Strategy']"
BruteTartarus66,2013,340,37.0,['Action']
BruteTartarus66,2013,220860,219.0,"['Action', 'Adventure', 'Indie']"
BruteTartarus66,2013,203650,297.0,['Adventure']
BlockStabFatality,2015,214490,279.0,['Action']
BlockStabFatality,2014,10680,2662.0,['Action']
BlockStabFatality,2014,238320,417.0,"['Action', 'Adventure', 'Indie']"
BlockStabFatality,2013,3730,161.0,['Action']
BlockStabFatality,2013,15700,28.0,['Adventure']
TheBstard,2014,258970,198.0,"['Action', 'Adventure', 'RPG']"
76561198067127485,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198067127485,2015,244930,47.0,"['Free to Play', 'Indie', 'Simulation', 'Sports', 'Early Access']"
LOLBITCHS,2014,57300,12.0,"['Action', 'Adventure', 'Indie']"
LOLBITCHS,2013,4000,412.0,"['Indie', 'Simulation']"
544183980,2015,418340,65.0,"['Action', 'Adventure', 'Indie']"
76561198087017601,2013,206420,1943.0,"['Action', 'Adventure']"
76561198089861671,2014,730,23532.0,['Action']
BuckysButthol,2012,550,1474.0,['Action']
76561198045481360,2014,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
76561198058550517,2014,230410,1381.0,"['Action', 'Free to Play']"
76561198081891604,2014,206420,1943.0,"['Action', 'Adventure']"
76561198081891604,2014,4000,412.0,"['Indie', 'Simulation']"
76561198081891604,2014,238010,2176.0,"['Action', 'RPG']"
76561198081891604,2015,241540,645.0,"['Action', 'RPG', 'Simulation']"
BuffyMan,2014,238460,407.0,"['Action', 'Adventure', 'Casual', 'Indie']"
buggy00,2013,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
buggy00,2015,271590,9119.0,"['Action', 'Adventure']"
buggy00,2015,377160,2001.0,['RPG']
buggy00,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
buggy00,2013,17480,7357.0,['Strategy']
buggy00,2013,97000,220.0,"['Indie', 'Casual']"
76561198071252693,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
76561198071252693,2015,247730,44.0,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
Buhmann,2013,49520,1303.0,"['Action', 'RPG']"
buizill,2014,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
76561198061332254,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
76561198063085949,2015,226740,169.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
76561198194887542,2015,240,1853.0,['Action']
76561198047308188,2015,232090,6494.0,['Action']
dogapp,2014,242800,55.0,"['Action', 'Adventure', 'Indie']"
dogapp,2015,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
dogapp,2015,231430,105.0,['Strategy']
t-baggin_the_dragon,2014,730,23532.0,['Action']
brutusthebumble,2015,230410,1381.0,"['Action', 'Free to Play']"
brutusthebumble,2015,620,887.0,"['Action', 'Adventure']"
brutusthebumble,2015,214560,268.0,"['Action', 'Adventure', 'Indie']"
76561198071075281,2015,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
76561198077660216,2013,216150,508.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
76561198059631701,2014,219150,218.0,"['Action', 'Indie']"
JackieMastergames,2015,287290,466.0,"['Action', 'Adventure']"
JackieMastergames,2015,268050,1008.0,['Action']
totesnotahacker,2015,359550,152.0,['Action']
76561198053734175,2015,242820,59.0,"['Action', 'Indie']"
BurningHope,2014,220200,120.0,"['Indie', 'Simulation']"
Luckless_Romance,2014,200210,99.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
burningcrawler,2014,206440,61.0,"['Adventure', 'Indie', 'RPG']"
76561198067425198,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
76561198067425198,2015,230410,1381.0,"['Action', 'Free to Play']"
76561198067425198,2015,243470,1555.0,"['Action', 'Adventure']"
dantheflyingman,2015,340350,1.0,"['Action', 'Free to Play', 'Indie']"
76561198115387222,2015,301520,38.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
ButteryTyrant,2015,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
ButteryTyrant,2015,730,23532.0,['Action']
ButteryTyrant,2014,291480,17.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
ButteryTyrant,2015,298630,27.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
ButteryTyrant,2015,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
ButteryTyrant,2015,730,23532.0,['Action']
ButteryTyrant,2014,291480,17.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
ButteryTyrant,2015,298630,27.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
Scriptdrive,2015,230410,1381.0,"['Action', 'Free to Play']"
76561198084056692,2015,221040,4119.0,"['Action', 'Adventure']"
76561198084056692,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
buttjuggler,2014,730,23532.0,['Action']
brett50cal,2015,8870,2084.0,['Action']
brett50cal,2015,22370,949.0,['RPG']
buzdbumblebee,2015,15700,28.0,['Adventure']
buzdbumblebee,2015,730,23532.0,['Action']
buzdbumblebee,2014,71230,14.0,"['Action', 'Racing']"
buzdbumblebee,2014,620,887.0,"['Action', 'Adventure']"
buzdbumblebee,2014,221640,21.0,"['Action', 'Indie']"
buzdbumblebee,2013,24740,23.0,['Racing']
76561198032691504,2015,402020,81.0,['Adventure']
76561198041551333,2015,730,23532.0,['Action']
76561198122930698,2014,335330,37.0,"['Action', 'Free to Play']"
76561198122930698,2014,257120,233.0,"['Action', 'Indie', 'Strategy']"
76561198122930698,2015,284160,2047.0,"['Racing', 'Simulation', 'Early Access']"
76561198122930698,2014,240,1853.0,['Action']
c0nt4g10n,2015,730,23532.0,['Action']
c0nt4g10n,2014,620,887.0,"['Action', 'Adventure']"
c0nt4g10n,2014,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
C1C3R0,2014,203160,1142.0,"['Action', 'Adventure']"
Gaaaaary,2014,261640,2599.0,"['Action', 'RPG']"
Gaaaaary,2015,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
Gaaaaary,2013,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
Gaaaaary,2015,232090,6494.0,['Action']
Gaaaaary,2014,214490,279.0,['Action']
Gaaaaary,2014,8870,2084.0,['Action']
caaake,2015,239030,194.0,"['Adventure', 'Indie']"
caaake,2015,417860,15.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
caaake,2013,4000,412.0,"['Indie', 'Simulation']"
caaallum,2014,240,1853.0,['Action']
caaallum,2014,32370,5.0,"['Adventure', 'RPG']"
76561198023351714,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561197999886086,2015,271590,9119.0,"['Action', 'Adventure']"
CachinnationCow,2015,730,23532.0,['Action']
76561198073407610,2014,730,23532.0,['Action']
cactuswaifu,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
cactuswaifu,2014,299460,11.0,"['Action', 'Adventure', 'Indie']"
cactuswaifu,2014,216150,508.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
cactuswaifu,2014,245170,107.0,"['Action', 'Indie']"
76561198118058899,2015,55230,4326.0,['Action']
Caesar3z,2015,238320,417.0,"['Action', 'Adventure', 'Indie']"
9NVCV,2015,219640,339.0,"['Action', 'Indie']"
caiowulf,2015,335890,31.0,['Indie']
caiowulf,2015,385270,13.0,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
caiocajoto,2014,265930,95.0,"['Casual', 'Indie', 'Simulation']"
15934,2013,230410,1381.0,"['Action', 'Free to Play']"
15934,2014,238460,407.0,"['Action', 'Adventure', 'Casual', 'Indie']"
15934,2014,7670,633.0,"['Action', 'RPG']"
15934,2014,270210,138.0,['Indie']
Penguimson,2014,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
76561198079994904,2015,550,1474.0,['Action']
76561198040834299,2014,238320,417.0,"['Action', 'Adventure', 'Indie']"
76561198076481365,2014,8930,10345.0,['Strategy']
76561198076481365,2013,4760,51.0,['Strategy']
76561198076481365,2015,108600,65.0,"['Indie', 'RPG', 'Simulation', 'Early Access']"
76561198076481365,2015,200510,3478.0,['Strategy']
76561198076481365,2013,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
76561198076481365,2014,233450,24.0,"['Indie', 'Simulation', 'Strategy']"
76561198076481365,2013,227300,551.0,"['Indie', 'Simulation']"
Calem8,2014,730,23532.0,['Action']
Caliace,2015,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
Caliace,2015,730,23532.0,['Action']
76561198074173621,2013,220240,182.0,"['Action', 'Adventure']"
Rodey1,2013,264140,277.0,"['Adventure', 'Indie', 'RPG', 'Simulation']"
Rodey1,2014,4000,412.0,"['Indie', 'Simulation']"
TheLandOfTheCalTheSpy,2014,330830,1030.0,['Adventure']
TheLandOfTheCalTheSpy,2014,221910,157.0,"['Adventure', 'Indie']"
TheLandOfTheCalTheSpy,2014,4000,412.0,"['Indie', 'Simulation']"
76561198033131355,2014,294860,1735.0,"['Action', 'RPG', 'Strategy']"
76561198033131355,2014,107100,640.0,"['Action', 'Indie', 'RPG']"
76561198033131355,2014,220,696.0,['Action']
76561198033131355,2014,102500,405.0,"['Action', 'RPG']"
76561198033131355,2014,204300,499.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
76561198058160377,2014,240,1853.0,['Action']
76561198058160377,2014,4000,412.0,"['Indie', 'Simulation']"
76561198074621665,2014,250900,329.0,['Action']
76561198074621665,2014,319510,14.0,"['Indie', 'Simulation']"
76561198074621665,2014,322330,420.0,"['Adventure', 'Indie', 'Simulation']"
76561198074621665,2014,550,1474.0,['Action']
76561198074621665,2014,620,887.0,"['Action', 'Adventure']"
76561198074621665,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
76561198074621665,2013,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
canepa98,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
canepa98,2015,300380,1.0,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']"
canepa98,2015,219640,339.0,"['Action', 'Indie']"
canepa98,2015,222880,3031.0,"['Action', 'Indie', 'Strategy']"
canepa98,2015,363970,4450.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']"
canepa98,2015,264140,277.0,"['Adventure', 'Indie', 'RPG', 'Simulation']"
Spectro189,2014,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
Spectro189,2014,620,887.0,"['Action', 'Adventure']"
Shihad,2014,266110,1007.0,"['Action', 'Indie']"
Shihad,2014,292630,215.0,"['Adventure', 'Casual', 'Indie']"
Shihad,2014,250600,7.0,"['Casual', 'Free to Play', 'Indie']"
76561198063804314,2014,48700,1024.0,"['Action', 'RPG']"
Captain_Cripz,2015,49520,1303.0,"['Action', 'RPG']"
TheCaptainOfCrunch,2014,220240,182.0,"['Action', 'Adventure']"
NeroChevalier,2015,319630,37.0,"['Action', 'Adventure']"
NeroChevalier,2014,261030,567.0,['Adventure']
awesomerz3,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
76561198047260382,2012,1250,10006.0,['Action']
NautaIis,2014,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
NautaIis,2015,220200,120.0,"['Indie', 'Simulation']"
Ratchet719,2014,22000,195.0,['Indie']
captainquickler,2014,730,23532.0,['Action']
POOTISINGEVERYTHING,2015,204360,114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
CaptainAwesomeSK,2014,50,178.0,['Action']
CaptainAwesomeSK,2015,270550,219.0,"['Action', 'Casual', 'Indie', 'Strategy']"
CaptainAwesomeSK,2014,218680,195.0,"['Adventure', 'Casual', 'Strategy']"
76561198073297020,2015,219150,218.0,"['Action', 'Indie']"
76561198072298293,2015,237110,151.0,['Action']
captaingameful,2012,33930,3.0,"['Action', 'Simulation', 'Strategy']"
captaingameful,2015,212160,18.0,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
76561198088932660,2014,310370,11.0,"['Free to Play', 'Indie']"
76561198088932660,2014,266430,14.0,"['Casual', 'Free to Play', 'Indie', 'Early Access']"
76561198064174266,2015,222880,3031.0,"['Action', 'Indie', 'Strategy']"
pikachu_69,2014,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
76561198067662729,2015,8930,10345.0,['Strategy']
76561198081534878,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
76561198081534878,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
76561198081534878,2014,47410,19.0,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
76561198081534878,2014,200210,99.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
76561198081534878,2013,235400,35.0,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
76561198045759657,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
od3d,2015,274170,68.0,"['Action', 'Indie']"
od3d,2015,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
od3d,2015,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
od3d,2014,223470,114.0,"['Action', 'Adventure', 'Indie']"
od3d,2014,248820,272.0,"['Action', 'Indie', 'RPG']"
od3d,2013,48000,177.0,"['Adventure', 'Indie']"
Nikita50111,2014,730,23532.0,['Action']
BillyDatKid,2014,216150,508.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
BillyDatKid,2015,2620,10.0,['Action']
BillyDatKid,2014,311190,1031.0,"['Action', 'Adventure', 'Indie']"
BillyDatKid,2014,107410,67.0,"['Action', 'Simulation', 'Strategy']"
BillyDatKid,2014,216150,508.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
BillyDatKid,2015,2620,10.0,['Action']
BillyDatKid,2014,311190,1031.0,"['Action', 'Adventure', 'Indie']"
BillyDatKid,2014,107410,67.0,"['Action', 'Simulation', 'Strategy']"
grutten,2015,730,23532.0,['Action']
grutten,2014,266010,141.0,"['Casual', 'Indie']"
grutten,2014,204360,114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
grutten,2014,225080,74.0,"['Action', 'Adventure', 'Indie']"
carebearsgalore,2015,550,1474.0,['Action']
lozaga,2014,220,696.0,['Action']
laxus,2014,49520,1303.0,"['Action', 'RPG']"
76561198047312636,2014,48700,1024.0,"['Action', 'RPG']"
matrix12384,2014,70,108.0,['Action']
matrix12384,2014,108800,36.0,['Action']
matrix12384,2014,218680,195.0,"['Adventure', 'Casual', 'Strategy']"
matrix12384,2014,33930,3.0,"['Action', 'Simulation', 'Strategy']"
matrix12384,2014,8930,10345.0,['Strategy']
matrix12384,2012,240,1853.0,['Action']
76561198052485823,2013,99900,45.0,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
76561198052485823,2013,4000,412.0,"['Indie', 'Simulation']"
Caseyvii,2015,349700,1.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']"
76561197972024039,2015,299250,33.0,['Simulation']
76561197972024039,2014,314160,293.0,['Simulation']
Thomas66820,2015,208650,1851.0,"['Action', 'Adventure']"
Thomas66820,2014,221380,182.0,['Strategy']
Thomas66820,2013,8930,10345.0,['Strategy']
Castor_E,2015,312750,237.0,['RPG']
Castor_E,2015,39150,15.0,['RPG']
Castor_E,2015,319630,37.0,"['Action', 'Adventure']"
Castor_E,2015,230410,1381.0,"['Action', 'Free to Play']"
Castor_E,2015,39140,2896.0,['RPG']
Castor_E,2015,239120,30.0,['RPG']
DrunkenMonkeys5,2014,221640,21.0,"['Action', 'Indie']"
76561198061045044,2014,550,1474.0,['Action']
76561198061045044,2015,270550,219.0,"['Action', 'Casual', 'Indie', 'Strategy']"
CataclysmPlays,2014,22370,949.0,['RPG']
C592,2015,346010,464.0,"['Indie', 'Simulation', 'Early Access']"
cato_,2015,271590,9119.0,"['Action', 'Adventure']"
cato_,2014,730,23532.0,['Action']
cato_,2014,230410,1381.0,"['Action', 'Free to Play']"
cato_,2014,1250,10006.0,['Action']
cato_,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
LegendTom,2015,730,23532.0,['Action']
LegendTom,2014,268750,983.0,"['Action', 'Adventure', 'Indie', 'RPG']"
LegendTom,2015,208650,1851.0,"['Action', 'Adventure']"
LegendTom,2015,22370,949.0,['RPG']
LegendTom,2015,386360,3869.0,"['Action', 'Free to Play']"
LegendTom,2015,49520,1303.0,"['Action', 'RPG']"
Causation,2014,220240,182.0,"['Action', 'Adventure']"
C4V3M4N,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198075234235,2015,206420,1943.0,"['Action', 'Adventure']"
ghostccamm,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
REScdihno,2015,220,696.0,['Action']
CI4Z,2015,248820,272.0,"['Action', 'Indie', 'RPG']"
76561198033432863,2014,108600,65.0,"['Indie', 'RPG', 'Simulation', 'Early Access']"
76561198033432863,2015,253250,200.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
76561198073280815,2015,104700,44.0,"['Free to Play', 'Action', 'Strategy', 'Indie', 'Sports']"
76561198073280815,2014,206420,1943.0,"['Action', 'Adventure']"
76561198073280815,2014,550,1474.0,['Action']
ceige,2015,220200,120.0,"['Indie', 'Simulation']"
ceige,2014,202970,671.0,['Action']
ceige,2013,236370,496.0,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']"
darkayon,2015,218060,185.0,"['Action', 'Indie']"
darkayon,2015,33230,1636.0,"['Action', 'Adventure']"
darkayon,2015,286100,43.0,"['Action', 'Indie']"
darkayon,2014,4000,412.0,"['Indie', 'Simulation']"
DreamBigFallHardOfficial,2015,104900,120.0,"['Action', 'Adventure', 'Indie', 'RPG']"
KurusuElVAC,2015,389570,70.0,"['Free to Play', 'Simulation']"
KurusuElVAC,2015,219640,339.0,"['Action', 'Indie']"
KurusuElVAC,2015,417860,15.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
76561198066815622,2014,209080,718.0,"['Action', 'Adventure', 'Indie', 'Simulation']"
AsianSaltyButter,2015,730,23532.0,['Action']
cerealboy,2015,363970,4450.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']"
cerealboy,2015,49520,1303.0,"['Action', 'RPG']"
monkeyboils,2014,240,1853.0,['Action']
dannysfatass,2015,322330,420.0,"['Adventure', 'Indie', 'Simulation']"
dannysfatass,2015,230410,1381.0,"['Action', 'Free to Play']"
dannysfatass,2015,359050,218.0,"['Action', 'Indie', 'Simulation']"
76561198096540669,2014,65800,130.0,"['Action', 'Indie', 'RPG', 'Strategy']"
